VIN,Mileage,Oil Life,Average MPG,Brake Fluid Level,Brake Fluid Pressure,Oil Pressure
1GKS2AKC3GR354503,13209,56,32,Full,Good,Good
2G1355S30G9953193,8690,3,21,Full,Good,Good
1FAHP2F36GG304183,9969,64,26,Full,Good,Good
2G1355S30G9251409,8354,88,24,Full,Good,Good
1GKS2AKC3GR128740,9897,87,20,Full,Good,Good
2G1378S30G9840082,15721,72,23,Full,Good,Good
1HAS4AKC3GR285620,11791,79,21,Full,Good,Good
1FAHP1F85GG987059,23189,47,33,Full,Good,Good
2G1378S30G9539713,8908,77,24,Full,Good,Good
2G1145S30G9202698,20293,91,28,Full,Good,Good
2G1355S30G9429719,27792,92,20,Full,Good,Good
1FAHP2F85GG567542,12416,98,23,Full,Good,Good
1FAHP2F36GG676004,21037,76,27,Full,Good,Good
1FAHP2F36GG276196,15729,43,33,Full,Good,Good
1FAHP2F36GG243358,16493,44,24,Full,Good,Good
1HAS4AKC3GR938927,18201,84,33,Full,Good,Good
1FAHP2F36GG149222,19659,94,34,Full,Good,Good
1FAHP2F85GG650436,24864,95,20,Full,Good,Good
1HAS4AKC3GR911889,13918,45,30,Full,Good,Good
1FAHP1F85GG436924,12998,62,28,Full,Good,Good
1GKS2AKC3GR961845,20204,48,29,Full,Good,Good
1FAHP2F85GG173694,14437,97,22,Full,Good,Good
1FAHP2F85GG501195,23291,91,20,Full,Good,Good
2G1355S30G9405300,26753,70,36,Full,Good,Good
1HAS4AKC3GR713815,10091,63,31,Full,Good,Good
1HAS4AKC3GR322588,9591,42,35,Full,Good,Good
1FAHP1F85GG717269,16002,61,24,Full,Good,Good
1FAHP2F36GG263328,17614,96,22,Full,Good,Good
1GKS2AKC3GR176008,20597,60,35,Full,Good,Good
1GKS2AKC3GR751070,14714,65,34,Full,Good,Good
2G1378S30G9719911,15512,85,36,Full,Good,Good
2G1145S30G9582860,28419,81,27,Full,Good,Good
1FAHP2F36GG225352,20961,47,24,Full,Good,Good
2G1378S30G9474214,6647,99,24,Full,Good,Good
2G1145S30G9815170,19881,36,23,Full,Good,Good
1FAHP2F85GG495138,29107,95,30,Full,Good,Good
1FAHP2F85GG587103,18060,50,22,Full,Good,Good
1FAHP2F36GG182193,6390,76,20,Full,Good,Good
1FAHP2F85GG612632,29091,60,26,Full,Good,Good
1FAHP2F36GG741741,28234,55,23,Full,Good,Good
2G1355S30G9608706,10335,86,32,Full,Good,Good
2G1378S30G9299527,9962,80,33,Full,Good,Good
1FAHP2F36GG884640,12378,71,33,Full,Good,Good
1FAHP2F85GG819982,16469,32,22,Full,Good,Good
1FAHP2F85GG969347,20009,99,22,Full,Good,Good
1FAHP2F36GG451776,19544,87,35,Full,Good,Good
1FAHP2F36GG881787,27647,96,21,Full,Good,Good
1FAHP1F85GG901221,23312,36,30,Full,Good,Good
1HAS4AKC3GR583534,27245,97,35,Full,Good,Good
1GKS2AKC3GR155623,23280,87,25,Full,Good,Good
1HAS4AKC3GR371733,25552,35,31,Full,Good,Good
1FAHP2F85GG738511,9728,70,22,Full,Good,Good
2G1145S30G9566507,15242,65,25,Full,Good,Good
1GKS2AKC3GR203044,6587,49,35,Full,Good,Good
1GKS2AKC3GR777866,17606,73,21,Full,Good,Good
1HAS4AKC3GR529962,14884,63,27,Full,Good,Good
1FAHP2F85GG517251,20492,39,23,Full,Good,Good
1FAHP2F36GG122812,24878,45,22,Full,Good,Good
1FAHP2F85GG261093,6631,69,33,Full,Good,Good
1FAHP2F36GG560770,24344,31,23,Full,Good,Good
2G1378S30G9188426,20846,40,34,Full,Good,Good
1FAHP1F85GG200036,27069,91,36,Full,Good,Good
1FAHP2F36GG422934,29698,70,29,Full,Good,Good
2G1355S30G9327337,8547,89,35,Full,Good,Good
2G1378S30G9134719,28823,83,25,Full,Good,Good
1HAS4AKC3GR952999,28256,52,21,Full,Good,Good
2G1145S30G9845308,17564,30,26,Full,Good,Good
2G1378S30G9900300,11586,35,27,Full,Good,Good
2G1355S30G9447529,8157,68,22,Full,Good,Good
1FAHP2F36GG832481,7868,30,30,Full,Good,Good
1GKS2AKC3GR474878,18175,98,36,Full,Good,Good
1FAHP1F85GG730395,8606,80,30,Full,Good,Good
1FAHP1F85GG631461,8123,45,22,Full,Good,Good
2G1145S30G9763602,11604,44,33,Full,Good,Good
1FAHP1F85GG188638,14330,34,30,Full,Good,Good
2G1355S30G9118984,6050,8,33,Full,Good,Good
2G1378S30G9212323,25786,45,26,Full,Good,Good
1FAHP2F36GG803748,25592,76,23,Full,Good,Good
2G1145S30G9488176,22996,57,23,Full,Good,Good
1HAS4AKC3GR125600,7962,49,24,Full,Good,Good
1FAHP1F85GG154782,20128,90,21,Full,Good,Good
2G1378S30G9689042,8151,63,26,Full,Good,Good
2G1145S30G9503742,7398,89,28,Full,Good,Good
1GKS2AKC3GR776308,18254,35,31,Full,Good,Good
2G1378S30G9904942,20266,59,36,Full,Good,Good
2G1355S30G9121134,14950,86,29,Full,Good,Good
1GKS2AKC3GR929774,16389,37,35,Full,Good,Good
1FAHP1F85GG737926,6635,93,32,Full,Good,Good
2G1145S30G9148344,14303,78,34,Full,Good,Good
1FAHP2F85GG471401,19951,49,20,Full,Good,Good
2G1378S30G9507256,26257,89,35,Full,Good,Good
1FAHP2F36GG689959,6097,72,22,Full,Good,Good
1FAHP1F85GG361135,27905,43,20,Full,Good,Good
2G1378S30G9363870,13744,57,28,Full,Good,Good
2G1378S30G9575786,25122,88,35,Full,Good,Good
1FAHP2F85GG167948,27404,45,27,Full,Good,Good
2G1145S30G9411729,19480,79,26,Full,Good,Good
1FAHP2F36GG308397,25039,50,25,Full,Good,Good
1FAHP2F36GG915121,29017,99,26,Full,Good,Good
1FAHP1F85GG534632,15109,55,33,Full,Good,Good
1GKS2AKC3GR235011,15732,72,22,Full,Good,Good
1FAHP1F85GG136141,8507,74,29,Full,Good,Good
1GKS2AKC3GR455639,24755,95,20,Full,Good,Good
2G1355S30G9994110,10235,40,28,Full,Good,Good
2G1378S30G9645909,24339,74,24,Full,Acceptable,Good
1FAHP2F85GG920212,22627,77,28,Full,Good,Good
1HAS4AKC3GR827451,25482,47,20,Full,Good,Good
1GKS2AKC3GR429544,11462,45,33,Full,Good,Good
2G1145S30G9350229,28242,88,22,Full,Good,Good
1FAHP2F36GG886422,28827,33,35,Full,Good,Good
2G1145S30G9648039,16935,85,30,Full,Good,Good
1FAHP2F36GG251954,6688,50,25,Full,Good,Good
2G1145S30G9551028,23759,80,28,Full,Good,Good
1GKS2AKC3GR299225,10214,39,21,Full,Good,Good
1FAHP2F36GG118328,24651,55,25,Full,Good,Good
1GKS2AKC3GR942489,21829,33,24,Full,Good,Good
2G1145S30G9674906,24064,54,23,Full,Good,Good
2G1145S30G9455097,16595,48,28,Full,Good,Good
1HAS4AKC3GR172187,9367,44,23,Full,Good,Good
1FAHP2F36GG582094,13394,34,33,Full,Good,Good
2G1355S30G9399184,23856,61,29,Full,Good,Good
1FAHP2F36GG642838,9652,93,24,Full,Good,Good
1FAHP2F85GG655504,6175,40,20,Full,Good,Good
2G1378S30G9202938,29306,33,33,Full,Good,Good
1FAHP2F36GG629740,18792,25,35,Full,Acceptable,Good
1FAHP2F85GG679491,7824,76,30,Full,Good,Good
2G1145S30G9952218,18117,50,34,Full,Good,Good
1HAS4AKC3GR681800,27908,33,20,Full,Good,Good
1GKS2AKC3GR124406,19729,71,25,Full,Good,Low
2G1145S30G9712658,19005,33,21,Full,Good,Good
1GKS2AKC3GR819251,22587,31,32,Full,Good,Good
2G1145S30G9768031,9753,49,28,Full,Good,Good
2G1355S30G9191096,27509,93,28,Full,Good,Good
1FAHP2F85GG215233,17880,55,34,Full,Good,Good
1FAHP1F85GG144185,9029,30,23,Full,Good,Good
1FAHP2F85GG907724,14428,46,29,Full,Good,Good
2G1145S30G9654810,13576,82,22,Full,Good,Good
1FAHP1F85GG827034,12687,8,23,Full,Good,Good
1GKS2AKC3GR251139,8527,52,22,Full,Good,Good
1GKS2AKC3GR644655,7495,42,32,Full,Good,Good
1GKS2AKC3GR381265,11174,56,35,Full,Good,Good
1FAHP1F85GG586317,13677,70,35,Full,Good,Good
1FAHP2F36GG416908,18260,86,34,Full,Good,Good
1FAHP2F85GG957606,21068,71,26,Full,Good,Good
2G1378S30G9258989,9957,63,20,Full,Good,Good
1FAHP2F85GG514423,29659,30,31,Full,Good,Good
1FAHP2F85GG578132,28005,35,32,Full,Good,Good
1FAHP2F85GG717216,28485,89,25,Full,Good,Good
1HAS4AKC3GR462486,8440,50,33,Full,Good,Good
2G1145S30G9972914,26243,93,28,Full,Good,Good
1FAHP2F85GG764172,9806,72,30,Full,Good,Good
1FAHP2F36GG683500,29856,38,22,Full,Good,Good
1FAHP2F36GG280709,21389,80,35,Full,Good,Good
1GKS2AKC3GR864826,9539,52,23,Full,Good,Good
2G1355S30G9892800,8785,70,33,Full,Good,Good
1FAHP2F36GG890239,29811,83,23,Full,Good,Good
1FAHP2F36GG342771,11269,65,20,Full,Good,Good
2G1378S30G9306869,25037,67,34,Full,Good,Good
1HAS4AKC3GR674967,13499,80,29,Full,Good,Good
1FAHP1F85GG924309,24164,64,36,Full,Good,Good
1FAHP2F36GG790772,19068,62,26,Full,Good,Good
2G1378S30G9735567,15692,46,30,Full,Good,Good
1FAHP2F36GG900245,24963,49,31,Full,Good,Good
2G1378S30G9869416,19022,34,27,Full,Good,Good
2G1355S30G9121095,9662,50,21,Full,Good,Good
1FAHP1F85GG425499,12859,30,29,Full,Good,Good
1HAS4AKC3GR764237,15852,79,33,Full,Good,Good
1GKS2AKC3GR861262,15957,99,36,Full,Good,Good
2G1378S30G9874384,9395,77,30,Full,Good,Good
1FAHP1F85GG872904,12014,82,27,Full,Good,Good
1FAHP2F85GG640789,19241,33,27,Full,Good,Good
2G1355S30G9943392,21651,52,33,Full,Good,Good
2G1145S30G9977516,29032,55,32,Full,Good,Good
1FAHP2F85GG940140,15823,77,26,Full,Good,Good
2G1378S30G9628065,23447,10,25,Full,Good,Good
2G1378S30G9881656,22596,73,29,Full,Good,Good
1FAHP2F36GG847902,6189,94,32,Full,Good,Good
2G1145S30G9512017,19557,83,21,Full,Good,Good
1FAHP2F36GG419095,11549,79,29,Acceptable,Good,Good
1FAHP2F36GG257227,23820,86,31,Full,Good,Good
1FAHP1F85GG845135,24854,33,33,Full,Good,Good
2G1145S30G9333363,13050,79,21,Full,Good,Good
2G1355S30G9856560,11232,47,25,Full,Good,Good
1FAHP1F85GG516686,17076,17,24,Full,Good,Good
2G1355S30G9500965,18229,76,36,Acceptable,Good,Good
2G1145S30G9932880,18011,89,35,Full,Good,Good
1FAHP2F36GG132208,21063,56,31,Full,Good,Good
1FAHP2F36GG117770,18940,40,27,Full,Good,Good
1FAHP2F36GG611937,13299,44,30,Full,Good,Good
1FAHP2F36GG686397,29489,73,28,Full,Good,Good
1GKS2AKC3GR367701,14956,78,33,Full,Acceptable,Good
1GKS2AKC3GR775202,11505,90,35,Full,Good,Good
1GKS2AKC3GR857004,14817,96,20,Full,Good,Good
1GKS2AKC3GR977163,15506,65,23,Full,Good,Good
1GKS2AKC3GR344496,23976,95,26,Full,Good,Good
1FAHP2F85GG857598,6221,68,23,Full,Good,Good
2G1145S30G9745835,21519,36,36,Full,Good,Good
2G1355S30G9546947,17643,42,34,Full,Good,Good
1HAS4AKC3GR174179,11648,93,31,Full,Good,Good
1GKS2AKC3GR205196,16486,87,32,Full,Good,Good
2G1145S30G9763346,24979,43,33,Full,Good,Good
1FAHP2F85GG942961,28614,98,31,Full,Good,Good
2G1355S30G9524084,20030,33,29,Full,Good,Good
1FAHP2F36GG516204,11671,88,28,Full,Good,Good
2G1378S30G9320159,6269,49,29,Full,Good,Good
2G1355S30G9241878,6113,69,29,Full,Good,Good
1FAHP2F36GG363713,23393,55,34,Full,Good,Good
2G1378S30G9848609,25848,81,30,Full,Good,Good
2G1145S30G9881786,17165,88,30,Full,Good,Good
1FAHP2F85GG641968,15529,82,29,Full,Good,Good
1HAS4AKC3GR926909,12766,89,23,Full,Good,Good
1HAS4AKC3GR907216,15940,40,24,Full,Good,Good
1FAHP1F85GG271767,13074,69,23,Full,Good,Good
1FAHP1F85GG708020,12848,40,25,Full,Good,Good
1FAHP2F36GG784211,27185,39,28,Full,Good,Good
2G1355S30G9488772,11973,94,23,Full,Good,Good
1FAHP1F85GG374239,11049,85,24,Full,Good,Good
1FAHP2F36GG532768,22007,97,23,Full,Good,Good
2G1378S30G9234808,24831,61,28,Full,Good,Good
2G1355S30G9289026,10639,9,35,Full,Good,Good
1FAHP1F85GG546480,23746,31,28,Full,Good,Good
1HAS4AKC3GR652893,10161,54,20,Full,Good,Good
2G1378S30G9898293,19299,52,22,Full,Good,Good
1FAHP2F85GG118931,19393,70,28,Full,Good,Good
1FAHP2F36GG596577,29049,87,23,Full,Good,Good
2G1378S30G9831963,21866,66,24,Full,Good,Good
1FAHP1F85GG922955,6575,87,35,Full,Good,Good
2G1378S30G9119734,15353,41,25,Full,Good,Good
1GKS2AKC3GR551298,7995,57,20,Full,Good,Good
2G1145S30G9910340,7538,81,27,Full,Good,Good
2G1145S30G9671586,7063,89,30,Full,Good,Good
2G1355S30G9545079,28073,35,25,Full,Good,Good
1FAHP2F36GG537234,13425,92,36,Full,Good,Acceptable
2G1145S30G9508171,9467,64,31,Full,Good,Good
2G1378S30G9874245,15295,47,25,Full,Good,Good
1GKS2AKC3GR226094,10341,81,29,Full,Good,Good
2G1355S30G9444596,19874,34,25,Full,Good,Good
1FAHP2F36GG983386,27507,38,32,Full,Good,Good
1GKS2AKC3GR754702,13875,87,35,Full,Good,Good
1FAHP1F85GG595277,23394,37,20,Full,Good,Good
1HAS4AKC3GR905059,26777,81,35,Full,Good,Good
2G1355S30G9216471,7993,45,29,Full,Good,Good
2G1355S30G9139762,18759,80,36,Full,Good,Good
2G1355S30G9176685,7901,77,34,Full,Good,Good
1FAHP2F36GG738691,17238,45,32,Full,Good,Good
1GKS2AKC3GR574247,9236,40,35,Full,Good,Good
2G1378S30G9268062,13314,78,23,Full,Good,Acceptable
2G1378S30G9286568,28096,86,31,Full,Good,Good
2G1378S30G9554967,15017,66,29,Full,Good,Good
2G1355S30G9832425,8935,31,22,Full,Good,Good
2G1145S30G9810423,6274,63,31,Full,Good,Good
2G1378S30G9440099,25388,57,26,Full,Good,Good
1FAHP1F85GG282732,28354,81,28,Full,Good,Good
1FAHP2F85GG731908,11013,48,20,Full,Good,Good
1FAHP2F85GG175273,12630,13,23,Full,Good,Good
1GKS2AKC3GR977179,14102,80,25,Full,Good,Good
1FAHP2F85GG975029,10919,52,34,Full,Good,Good
2G1355S30G9192942,27888,62,35,Full,Good,Good
2G1378S30G9778368,18326,46,24,Full,Good,Good
2G1378S30G9772615,16431,80,26,Full,Good,Good
1FAHP2F36GG462286,19900,59,24,Full,Good,Good
1GKS2AKC3GR930477,9556,42,30,Full,Good,Good
2G1355S30G9486932,26347,70,27,Full,Good,Good
1FAHP1F85GG847159,14224,40,30,Full,Good,Good
1FAHP1F85GG570550,21984,42,24,Full,Good,Good
1GKS2AKC3GR128071,24441,48,31,Full,Good,Good
1FAHP2F36GG561810,19546,40,25,Full,Good,Good
2G1378S30G9233945,22662,81,30,Full,Good,Good
2G1378S30G9208622,12764,99,26,Full,Good,Good
2G1355S30G9715333,16342,78,35,Full,Good,Good
1FAHP1F85GG443330,20994,88,27,Full,Good,Good
1FAHP2F85GG828831,15611,52,23,Full,Good,Good
1FAHP2F85GG274049,24955,68,33,Full,Good,Good
1FAHP2F36GG177267,21783,78,21,Full,Good,Good
2G1145S30G9531900,22848,24,26,Full,Good,Good
2G1355S30G9936432,24885,35,28,Full,Good,Good
2G1378S30G9723454,6346,95,24,Full,Good,Good
1FAHP1F85GG628887,21720,82,35,Full,Good,Good
2G1145S30G9430471,13937,96,30,Full,Good,Good
1FAHP2F85GG398012,22794,99,24,Full,Good,Good
1FAHP2F36GG644483,12883,76,26,Full,Good,Good
1FAHP2F36GG822394,9680,43,27,Full,Good,Good
1HAS4AKC3GR932180,13013,87,20,Full,Good,Good
1FAHP2F85GG923079,10215,65,32,Full,Good,Good
2G1355S30G9335894,18328,92,36,Full,Good,Good
1FAHP1F85GG995758,7836,91,35,Full,Good,Good
2G1355S30G9939469,12598,48,22,Full,Good,Good
1GKS2AKC3GR798825,15435,38,28,Full,Good,Good
2G1145S30G9536145,20646,46,30,Full,Good,Good
2G1378S30G9214277,22651,84,33,Full,Good,Good
1FAHP1F85GG767046,13191,33,24,Full,Good,Good
1GKS2AKC3GR511354,22589,42,30,Full,Good,Good
1FAHP1F85GG458422,8320,49,23,Full,Good,Good
1FAHP2F85GG815589,19028,91,36,Full,Good,Good
2G1378S30G9771268,10514,86,31,Full,Good,Good
1FAHP2F36GG289778,10388,77,32,Full,Good,Good
2G1145S30G9505602,14022,47,29,Full,Good,Good
1HAS4AKC3GR709509,14913,57,22,Full,Good,Good
2G1145S30G9720343,7670,99,35,Full,Good,Good
1FAHP1F85GG993167,10743,40,32,Full,Good,Good
1GKS2AKC3GR733135,17118,47,23,Full,Good,Good
1FAHP1F85GG705766,7323,48,30,Full,Good,Good
1FAHP2F85GG141016,26703,46,22,Full,Good,Good
1GKS2AKC3GR518297,26685,95,35,Full,Good,Good
1FAHP2F36GG689585,10995,60,21,Full,Good,Good
2G1355S30G9785485,26454,51,24,Full,Good,Good
2G1355S30G9848509,26166,52,28,Full,Good,Good
2G1378S30G9359150,17798,40,20,Full,Good,Good
2G1378S30G9956162,15725,41,36,Full,Good,Good
2G1145S30G9561626,24930,32,30,Full,Good,Good
1FAHP1F85GG864885,7317,67,34,Full,Good,Good
1HAS4AKC3GR409176,29263,30,27,Full,Good,Good
1FAHP2F85GG784399,25126,50,21,Full,Good,Good
1GKS2AKC3GR583615,11638,55,26,Full,Good,Good
2G1145S30G9443334,8400,42,28,Full,Good,Good
1GKS2AKC3GR366550,13979,54,31,Full,Good,Good
1HAS4AKC3GR969255,25194,47,30,Full,Good,Good
2G1378S30G9125012,13279,76,33,Full,Good,Good
1GKS2AKC3GR346435,7754,72,31,Full,Good,Good
1FAHP2F85GG299498,7144,99,28,Full,Good,Good
1FAHP2F85GG216198,16658,75,33,Full,Good,Good
1FAHP1F85GG601111,21853,70,22,Full,Good,Good
2G1378S30G9370144,18826,54,28,Full,Good,Good
1FAHP1F85GG629201,29645,32,33,Full,Good,Good
2G1378S30G9898634,21551,87,26,Full,Good,Good
1HAS4AKC3GR426316,28143,33,25,Full,Good,Good
2G1355S30G9756632,18575,67,23,Full,Good,Good
1FAHP2F36GG400049,21161,86,31,Full,Good,Good
2G1355S30G9490914,20334,48,31,Full,Good,Good
2G1355S30G9265578,22323,81,27,Full,Good,Good
1HAS4AKC3GR604141,8546,31,31,Full,Good,Good
2G1378S30G9632728,22586,82,25,Full,Good,Good
1FAHP2F36GG481205,18357,85,20,Full,Good,Good
2G1378S30G9968533,22814,32,24,Full,Good,Good
2G1378S30G9830954,29735,57,30,Full,Good,Good
2G1378S30G9521220,27619,88,21,Full,Good,Good
1FAHP2F85GG237410,26534,39,33,Full,Good,Good
1HAS4AKC3GR892580,22807,66,35,Full,Good,Good
2G1355S30G9526005,24499,50,33,Full,Good,Good
1FAHP2F85GG337929,6344,48,28,Full,Good,Good
1HAS4AKC3GR780596,28069,94,22,Full,Good,Good
1FAHP1F85GG285891,21024,98,29,Full,Good,Good
2G1355S30G9849011,22038,30,22,Full,Good,Good
2G1145S30G9849824,27613,37,34,Full,Good,Good
1HAS4AKC3GR592916,9963,63,34,Full,Good,Good
1FAHP2F85GG901547,16972,87,28,Full,Good,Good
1HAS4AKC3GR813486,10426,41,24,Full,Good,Good
1FAHP2F36GG989048,28387,54,29,Full,Good,Good
2G1355S30G9353446,18277,94,30,Full,Good,Good
1FAHP1F85GG403242,22190,47,28,Full,Good,Good
1FAHP1F85GG201800,7140,62,28,Full,Good,Good
1FAHP1F85GG706207,8367,70,22,Full,Good,Good
1GKS2AKC3GR782153,13329,96,23,Full,Good,Good
2G1145S30G9894224,21918,44,36,Full,Good,Good
2G1355S30G9907923,21141,90,23,Full,Good,Good
1FAHP2F85GG129012,15824,88,23,Full,Good,Good
2G1355S30G9187704,14611,87,22,Full,Good,Good
2G1355S30G9233992,16188,68,25,Full,Good,Good
1FAHP2F85GG540523,10954,42,28,Full,Good,Good
2G1355S30G9111222,26333,59,30,Full,Good,Good
1FAHP2F85GG512397,29047,69,35,Full,Acceptable,Good
2G1355S30G9122088,19126,71,31,Full,Good,Good
2G1378S30G9640543,14199,95,25,Full,Good,Good
1FAHP2F85GG172086,7993,90,28,Full,Good,Good
1HAS4AKC3GR124704,22086,67,24,Full,Good,Good
2G1145S30G9252200,17986,95,24,Full,Good,Good
2G1145S30G9771427,25263,90,26,Full,Good,Good
2G1145S30G9234333,24443,42,25,Full,Good,Good
1FAHP2F85GG278788,18867,80,30,Full,Good,Good
1FAHP2F36GG912662,11600,55,31,Full,Good,Good
2G1378S30G9412587,26414,64,35,Full,Good,Good
1FAHP1F85GG430423,6654,85,22,Full,Good,Good
2G1378S30G9768334,9434,37,35,Full,Good,Good
1FAHP1F85GG999323,6304,93,29,Acceptable,Good,Good
2G1145S30G9722364,21791,63,30,Full,Good,Good
2G1355S30G9512260,15687,70,27,Full,Good,Good
1FAHP1F85GG487932,13598,58,28,Full,Good,Good
1FAHP2F36GG733309,19146,57,28,Full,Good,Good
1FAHP1F85GG499545,13078,94,28,Full,Good,Good
2G1378S30G9175239,29436,76,22,Full,Good,Good
1FAHP2F36GG442664,23500,38,22,Full,Good,Good
2G1355S30G9579317,7033,46,28,Full,Good,Good
1FAHP2F85GG805519,16150,50,25,Full,Good,Good
1HAS4AKC3GR361347,13377,12,28,Full,Good,Good
1FAHP2F85GG423087,10353,92,20,Full,Good,Good
1FAHP2F36GG781556,14761,95,22,Full,Good,Good
2G1145S30G9697182,25297,31,23,Full,Good,Good
1GKS2AKC3GR541414,9060,97,29,Full,Good,Good
1GKS2AKC3GR847224,25800,99,29,Full,Good,Good
1GKS2AKC3GR399216,27399,63,30,Full,Good,Good
1FAHP1F85GG600738,22356,64,35,Full,Good,Good
2G1145S30G9294117,23763,69,22,Full,Good,Good
1GKS2AKC3GR363636,11871,49,26,Acceptable,Good,Good
1FAHP2F36GG361127,22170,79,31,Full,Good,Good
2G1145S30G9210403,23476,61,30,Full,Good,Good
1GKS2AKC3GR516296,6122,86,26,Full,Good,Good
1GKS2AKC3GR498310,15891,51,22,Full,Good,Acceptable
1FAHP1F85GG433770,9036,45,20,Full,Good,Good
1FAHP2F85GG331792,18638,98,31,Full,Good,Good
1GKS2AKC3GR485807,28931,64,22,Full,Good,Good
2G1378S30G9647475,16478,92,23,Full,Good,Good
1HAS4AKC3GR625220,27401,46,28,Full,Good,Good
1FAHP1F85GG746649,8744,19,22,Full,Good,Good
1FAHP2F85GG161495,23611,67,30,Full,Good,Good
1GKS2AKC3GR727966,18263,31,35,Full,Good,Good
1GKS2AKC3GR154981,10361,69,28,Full,Good,Good
1FAHP2F36GG405232,17410,79,20,Acceptable,Good,Good
1GKS2AKC3GR963398,6893,75,33,Full,Good,Good
1FAHP2F36GG307833,7741,41,28,Full,Good,Good
2G1145S30G9656400,6963,49,28,Full,Good,Good
1FAHP1F85GG828661,26374,45,22,Full,Good,Good
1GKS2AKC3GR952433,20764,52,34,Full,Good,Good
1FAHP1F85GG950242,8343,70,36,Full,Good,Good
1GKS2AKC3GR242951,13606,65,33,Full,Good,Good
1FAHP2F85GG536496,27466,92,20,Full,Good,Good
1FAHP2F85GG704023,25525,44,23,Full,Good,Good
2G1378S30G9365669,17380,40,21,Full,Good,Good
1FAHP1F85GG153619,12617,56,21,Full,Good,Good
1GKS2AKC3GR407728,15239,48,34,Full,Good,Good
2G1145S30G9468549,23965,49,32,Full,Good,Good
1HAS4AKC3GR293990,17021,88,22,Full,Good,Good
1GKS2AKC3GR907917,22600,54,27,Full,Good,Good
2G1355S30G9570575,14369,67,21,Full,Good,Good
2G1355S30G9908180,8626,88,32,Full,Good,Good
2G1378S30G9364964,19670,96,21,Full,Good,Good
1FAHP1F85GG450527,7380,78,23,Full,Good,Good
2G1378S30G9519316,6312,36,28,Full,Good,Good
1FAHP2F36GG382807,10028,82,22,Full,Acceptable,Good
1HAS4AKC3GR316185,24022,80,34,Full,Good,Good
1HAS4AKC3GR525690,6758,83,21,Full,Good,Good
1GKS2AKC3GR797142,7922,58,22,Full,Good,Good
2G1378S30G9959780,14690,54,26,Full,Good,Good
2G1145S30G9497527,20173,45,32,Full,Good,Good
2G1355S30G9491681,23576,94,35,Full,Good,Good
1GKS2AKC3GR338691,29802,67,21,Full,Good,Good
1HAS4AKC3GR388370,21645,62,29,Full,Good,Good
2G1145S30G9115701,26877,38,21,Full,Good,Good
2G1145S30G9382581,26047,75,23,Full,Good,Good
1GKS2AKC3GR146987,10402,88,29,Full,Good,Good
1HAS4AKC3GR284906,24944,82,33,Full,Good,Good
1GKS2AKC3GR320179,11686,43,33,Acceptable,Good,Good
1FAHP2F85GG157022,6042,76,22,Full,Good,Good
1HAS4AKC3GR595978,15757,95,23,Full,Good,Good
1FAHP1F85GG260223,16751,93,25,Full,Good,Good
1GKS2AKC3GR618039,22297,50,34,Full,Good,Good
1HAS4AKC3GR601115,25941,66,25,Full,Good,Good
1FAHP1F85GG901034,13635,78,20,Full,Good,Good
2G1145S30G9849116,6632,85,26,Full,Acceptable,Good
1GKS2AKC3GR119275,17375,49,22,Low,Good,Good
2G1378S30G9463996,18707,81,32,Full,Good,Good
1FAHP2F36GG768849,26614,88,22,Full,Good,Good
1FAHP2F36GG582102,17538,96,25,Full,Good,Good
2G1378S30G9185164,11974,63,29,Full,Good,Good
1HAS4AKC3GR708317,25202,30,28,Full,Good,Good
2G1355S30G9269010,22602,31,33,Full,Good,Good
1FAHP2F85GG748176,17147,72,22,Full,Good,Good
2G1355S30G9160907,11219,93,29,Full,Good,Good
1HAS4AKC3GR232638,24157,60,36,Full,Good,Good
2G1145S30G9184925,18827,86,22,Full,Good,Good
1FAHP2F85GG116414,13522,50,30,Full,Good,Good
1FAHP1F85GG778182,17898,82,34,Full,Good,Good
2G1145S30G9361720,6758,81,25,Full,Good,Good
1HAS4AKC3GR182091,26622,75,24,Full,Good,Good
1FAHP1F85GG907464,24348,46,25,Full,Good,Good
1GKS2AKC3GR568965,20542,75,28,Full,Good,Good
1FAHP1F85GG151676,29249,33,30,Full,Good,Good
2G1378S30G9809430,26139,59,22,Full,Good,Good
1FAHP1F85GG846384,11129,37,35,Full,Good,Good
1FAHP1F85GG831012,12882,36,25,Full,Good,Good
1FAHP2F36GG537343,18562,88,30,Full,Good,Good
1HAS4AKC3GR565024,6119,90,20,Full,Good,Good
1FAHP2F85GG590925,6103,38,21,Full,Good,Good
2G1378S30G9621402,23207,36,20,Full,Good,Good
1FAHP1F85GG967345,11466,95,34,Full,Good,Good
1HAS4AKC3GR438822,27907,37,22,Full,Good,Good
1FAHP2F36GG983432,24335,64,22,Full,Good,Good
1HAS4AKC3GR189240,15330,43,21,Full,Good,Good
1HAS4AKC3GR354325,29362,94,31,Full,Good,Good
2G1355S30G9229541,8184,53,36,Full,Good,Good
2G1378S30G9500373,15888,72,35,Full,Good,Good
1FAHP2F85GG968939,21363,41,30,Full,Good,Good
2G1355S30G9504757,14689,38,30,Full,Good,Good
1GKS2AKC3GR704354,16886,48,21,Full,Good,Good
2G1355S30G9870831,19601,60,35,Full,Good,Good
1FAHP1F85GG448913,10219,70,22,Full,Good,Good
1HAS4AKC3GR637275,29434,38,28,Full,Good,Good
1HAS4AKC3GR614668,21579,49,35,Full,Good,Good
