VIN,partid,condition,cause
1FAHP1F85GG975702,39,84,
1FAHP1F85GG975702,45,82,
1FAHP1F85GG975702,50,69,
1FAHP1F85GG975702,52,77,
1FAHP1F85GG975702,59,53,
1FAHP1F85GG975702,64,50,
1GKS2AKC3GR761639,3,96,
1GKS2AKC3GR761639,8,93,
1GKS2AKC3GR761639,14,68,
1GKS2AKC3GR761639,18,51,
1GKS2AKC3GR761639,25,47,
1GKS2AKC3GR761639,28,81,
1GKS2AKC3GR761639,32,84,
1GKS2AKC3GR761639,39,70,
1GKS2AKC3GR761639,43,63,
1GKS2AKC3GR761639,46,90,
1GKS2AKC3GR761639,55,46,
1GKS2AKC3GR761639,56,67,
1GKS2AKC3GR761639,61,67,
1GKS2AKC3GR197674,1,47,
1GKS2AKC3GR197674,8,80,
1GKS2AKC3GR197674,14,89,
1GKS2AKC3GR197674,16,99,
1GKS2AKC3GR197674,22,73,
1GKS2AKC3GR197674,28,86,
1GKS2AKC3GR197674,34,85,
1GKS2AKC3GR197674,37,85,
1GKS2AKC3GR197674,45,53,
1GKS2AKC3GR197674,46,91,
1GKS2AKC3GR197674,55,93,
1GKS2AKC3GR197674,60,87,
1GKS2AKC3GR197674,63,88,
1GKS2AKC3GR983440,4,94,
1GKS2AKC3GR983440,6,81,
1GKS2AKC3GR983440,12,49,
1GKS2AKC3GR983440,19,70,
1GKS2AKC3GR983440,21,59,
1GKS2AKC3GR983440,28,92,
1GKS2AKC3GR983440,35,50,
1GKS2AKC3GR983440,39,94,
1GKS2AKC3GR983440,45,74,
1GKS2AKC3GR983440,50,85,
1GKS2AKC3GR983440,55,96,
1GKS2AKC3GR983440,57,82,
1GKS2AKC3GR983440,62,92,
1FAHP2F85GG800261,1,88,
1FAHP2F85GG800261,9,89,
1FAHP2F85GG800261,14,72,
1FAHP2F85GG800261,20,64,
1FAHP2F85GG800261,23,90,
1FAHP2F85GG800261,30,62,
1FAHP2F85GG800261,33,79,
1FAHP2F85GG800261,36,92,
1FAHP2F85GG800261,41,97,
1FAHP2F85GG800261,46,73,
1FAHP2F85GG800261,54,98,
1FAHP2F85GG800261,58,97,
1FAHP2F85GG800261,61,45,
2G1378S30G9194545,4,61,
2G1378S30G9194545,7,94,
2G1378S30G9194545,15,60,
2G1378S30G9194545,18,92,
2G1378S30G9194545,24,77,
2G1378S30G9194545,28,85,
2G1378S30G9194545,34,93,
2G1378S30G9194545,36,62,
2G1378S30G9194545,41,48,
2G1378S30G9194545,48,89,
2G1378S30G9194545,52,89,
2G1378S30G9194545,59,78,
2G1378S30G9194545,63,61,
1HAS4AKC3GR158117,5,97,
1HAS4AKC3GR158117,10,63,
1HAS4AKC3GR158117,12,65,
1HAS4AKC3GR158117,16,65,
1HAS4AKC3GR158117,23,60,
1HAS4AKC3GR158117,28,53,
1HAS4AKC3GR158117,31,90,
1HAS4AKC3GR158117,36,68,
1HAS4AKC3GR158117,43,57,
1HAS4AKC3GR158117,47,64,
1HAS4AKC3GR158117,51,58,
1HAS4AKC3GR158117,58,64,
1HAS4AKC3GR158117,65,52,
2G1145S30G9116573,5,87,
2G1145S30G9116573,7,69,
2G1145S30G9116573,14,69,
2G1145S30G9116573,19,80,
2G1145S30G9116573,22,95,
2G1145S30G9116573,30,82,
2G1145S30G9116573,35,88,
2G1145S30G9116573,40,84,
2G1145S30G9116573,45,67,
2G1145S30G9116573,49,91,
2G1145S30G9116573,54,59,
2G1145S30G9116573,56,52,
2G1145S30G9116573,61,69,
1FAHP1F85GG437786,4,66,
1FAHP1F85GG437786,8,97,
1FAHP1F85GG437786,13,50,
1FAHP1F85GG437786,17,67,
1FAHP1F85GG437786,24,79,
1FAHP1F85GG437786,29,68,
1FAHP1F85GG437786,32,54,
1FAHP1F85GG437786,38,74,
1FAHP1F85GG437786,41,86,
1FAHP1F85GG437786,48,76,
1FAHP1F85GG437786,53,53,
1FAHP1F85GG437786,56,80,
1FAHP1F85GG437786,61,90,
2G1355S30G9593956,2,99,
2G1355S30G9593956,6,46,
2G1355S30G9593956,13,55,
2G1355S30G9593956,20,58,
2G1355S30G9593956,22,72,
2G1355S30G9593956,26,94,
2G1355S30G9593956,31,45,
2G1355S30G9593956,39,97,
2G1355S30G9593956,41,55,
2G1355S30G9593956,47,76,
2G1355S30G9593956,53,55,
2G1355S30G9593956,57,78,
2G1355S30G9593956,63,88,
1HAS4AKC3GR491995,4,69,
1HAS4AKC3GR491995,10,81,
1HAS4AKC3GR491995,14,45,
1HAS4AKC3GR491995,18,69,
1HAS4AKC3GR491995,23,62,
1HAS4AKC3GR491995,30,73,
1HAS4AKC3GR491995,31,51,
1HAS4AKC3GR491995,38,75,
1HAS4AKC3GR491995,44,45,
1HAS4AKC3GR491995,46,91,
1HAS4AKC3GR491995,55,52,
1HAS4AKC3GR491995,56,53,
1HAS4AKC3GR491995,61,88,
1HAS4AKC3GR629967,1,91,
1HAS4AKC3GR629967,9,47,
1HAS4AKC3GR629967,14,84,
1HAS4AKC3GR629967,20,71,
1HAS4AKC3GR629967,22,65,
1HAS4AKC3GR629967,30,73,
1HAS4AKC3GR629967,33,53,
1HAS4AKC3GR629967,39,93,
1HAS4AKC3GR629967,44,56,
1HAS4AKC3GR629967,50,66,
1HAS4AKC3GR629967,51,75,
1HAS4AKC3GR629967,57,59,
1HAS4AKC3GR629967,63,67,
2G1145S30G9377026,5,51,
2G1145S30G9377026,6,96,
2G1145S30G9377026,12,70,
2G1145S30G9377026,19,71,
2G1145S30G9377026,23,71,
2G1145S30G9377026,29,70,
2G1145S30G9377026,31,55,
2G1145S30G9377026,36,69,
2G1145S30G9377026,44,74,
2G1145S30G9377026,50,91,
2G1145S30G9377026,54,82,
2G1145S30G9377026,57,45,
2G1145S30G9377026,65,86,
1FAHP1F85GG553866,2,65,
1FAHP1F85GG553866,7,70,
1FAHP1F85GG553866,11,55,
1FAHP1F85GG553866,19,15,Normal Wear
1FAHP1F85GG553866,24,93,
1FAHP1F85GG553866,29,85,
1FAHP1F85GG553866,33,67,
1FAHP1F85GG553866,39,75,
1FAHP1F85GG553866,41,92,
1FAHP1F85GG553866,50,86,
1FAHP1F85GG553866,53,75,
1FAHP1F85GG553866,59,71,
1FAHP1F85GG553866,63,85,
1FAHP2F85GG793137,3,94,
1FAHP2F85GG793137,7,80,
1FAHP2F85GG793137,14,63,
1FAHP2F85GG793137,16,90,
1FAHP2F85GG793137,25,65,
1FAHP2F85GG793137,30,79,
1FAHP2F85GG793137,32,71,
1FAHP2F85GG793137,38,95,
1FAHP2F85GG793137,45,58,
1FAHP2F85GG793137,46,76,
1FAHP2F85GG793137,55,78,
1FAHP2F85GG793137,56,47,
1FAHP2F85GG793137,61,85,
1FAHP2F85GG597480,4,69,
1FAHP2F85GG597480,10,15,Normal Wear
1FAHP2F85GG597480,13,82,
1FAHP2F85GG597480,17,52,
1FAHP2F85GG597480,23,91,
1FAHP2F85GG597480,29,73,
1FAHP2F85GG597480,33,95,
1FAHP2F85GG597480,40,65,
1FAHP2F85GG597480,42,88,
1FAHP2F85GG597480,50,87,
1FAHP2F85GG597480,53,49,
1FAHP2F85GG597480,60,93,
1FAHP2F85GG597480,65,59,
1FAHP1F85GG827761,1,62,
1FAHP1F85GG827761,8,90,
1FAHP1F85GG827761,13,94,
1FAHP1F85GG827761,16,97,
1FAHP1F85GG827761,22,82,
1FAHP1F85GG827761,29,50,
1FAHP1F85GG827761,35,45,
1FAHP1F85GG827761,36,45,
1FAHP1F85GG827761,44,47,
1FAHP1F85GG827761,47,98,
1FAHP1F85GG827761,55,92,
1FAHP1F85GG827761,56,59,
1FAHP1F85GG827761,62,52,
1FAHP2F85GG812750,4,78,
1FAHP2F85GG812750,10,53,
1FAHP2F85GG812750,13,75,
1FAHP2F85GG812750,20,71,
1FAHP2F85GG812750,24,94,
1FAHP2F85GG812750,28,90,
1FAHP2F85GG812750,33,57,
1FAHP2F85GG812750,39,72,
1FAHP2F85GG812750,45,76,
1FAHP2F85GG812750,49,72,
1FAHP2F85GG812750,52,98,
1FAHP2F85GG812750,60,59,
1FAHP2F85GG812750,63,50,
2G1145S30G9659503,1,48,
2G1145S30G9659503,9,62,
2G1145S30G9659503,11,99,
2G1145S30G9659503,19,80,
2G1145S30G9659503,24,95,
2G1145S30G9659503,27,83,
2G1145S30G9659503,34,72,
2G1145S30G9659503,36,77,
2G1145S30G9659503,41,62,
2G1145S30G9659503,46,58,
2G1145S30G9659503,55,49,
2G1145S30G9659503,60,56,
2G1145S30G9659503,64,75,
1GKS2AKC3GR926155,4,51,
1GKS2AKC3GR926155,6,60,
1GKS2AKC3GR926155,15,57,
1GKS2AKC3GR926155,20,83,
1GKS2AKC3GR926155,22,46,
1GKS2AKC3GR926155,30,63,
1GKS2AKC3GR926155,34,71,
1GKS2AKC3GR926155,40,48,
1GKS2AKC3GR926155,41,71,
1GKS2AKC3GR926155,50,49,
1GKS2AKC3GR926155,53,68,
1GKS2AKC3GR926155,57,46,
1GKS2AKC3GR926155,61,84,
1FAHP1F85GG243415,2,91,
1FAHP1F85GG243415,10,96,
1FAHP1F85GG243415,11,91,
1FAHP1F85GG243415,17,83,
1FAHP1F85GG243415,24,90,
1FAHP1F85GG243415,27,83,
1FAHP1F85GG243415,32,78,
1FAHP1F85GG243415,40,92,
1FAHP1F85GG243415,41,78,
1FAHP1F85GG243415,50,52,
1FAHP1F85GG243415,54,86,
1FAHP1F85GG243415,59,85,
1FAHP1F85GG243415,65,48,
1HAS4AKC3GR129342,5,53,
1HAS4AKC3GR129342,9,56,
1HAS4AKC3GR129342,15,67,
1HAS4AKC3GR129342,18,66,
1HAS4AKC3GR129342,21,83,
1HAS4AKC3GR129342,29,50,
1HAS4AKC3GR129342,32,51,
1HAS4AKC3GR129342,36,60,
1HAS4AKC3GR129342,44,98,
1HAS4AKC3GR129342,46,61,
1HAS4AKC3GR129342,52,62,
1HAS4AKC3GR129342,56,87,
1HAS4AKC3GR129342,61,90,
2G1378S30G9989956,4,63,
2G1378S30G9989956,10,55,
2G1378S30G9989956,14,76,
2G1378S30G9989956,18,67,
2G1378S30G9989956,21,96,
2G1378S30G9989956,26,99,
2G1378S30G9989956,31,88,
2G1378S30G9989956,36,66,
2G1378S30G9989956,45,72,
2G1378S30G9989956,49,47,
2G1378S30G9989956,52,48,
2G1378S30G9989956,57,79,
2G1378S30G9989956,61,58,
1FAHP2F36GG320198,5,63,
1FAHP2F36GG320198,6,83,
1FAHP2F36GG320198,15,99,
1FAHP2F36GG320198,19,58,
1FAHP2F36GG320198,24,66,
1FAHP2F36GG320198,27,64,
1FAHP2F36GG320198,31,64,
1FAHP2F36GG320198,40,93,
1FAHP2F36GG320198,43,78,
1FAHP2F36GG320198,47,74,
1FAHP2F36GG320198,54,78,
1FAHP2F36GG320198,58,96,
1FAHP2F36GG320198,63,71,
1FAHP2F36GG967879,4,66,
1FAHP2F36GG967879,7,80,
1FAHP2F36GG967879,12,85,
1FAHP2F36GG967879,16,94,
1FAHP2F36GG967879,22,56,
1FAHP2F36GG967879,27,51,
1FAHP2F36GG967879,34,76,
1FAHP2F36GG967879,37,46,
1FAHP2F36GG967879,42,56,
1FAHP2F36GG967879,50,95,
1FAHP2F36GG967879,52,65,
1FAHP2F36GG967879,56,10,Possible Defect
1FAHP2F36GG967879,62,49,
1FAHP2F36GG573941,4,65,
1FAHP2F36GG573941,6,93,
1FAHP2F36GG573941,13,67,
1FAHP2F36GG573941,20,91,
1FAHP2F36GG573941,22,65,
1FAHP2F36GG573941,29,96,
1FAHP2F36GG573941,34,79,
1FAHP2F36GG573941,40,60,
1FAHP2F36GG573941,44,65,
1FAHP2F36GG573941,48,71,
1FAHP2F36GG573941,51,72,
1FAHP2F36GG573941,60,49,
1FAHP2F36GG573941,62,78,
2G1378S30G9728933,2,81,
2G1378S30G9728933,8,88,
2G1378S30G9728933,15,56,
2G1378S30G9728933,16,51,
2G1378S30G9728933,21,69,
2G1378S30G9728933,27,62,
2G1378S30G9728933,32,71,
2G1378S30G9728933,39,49,
2G1378S30G9728933,43,92,
2G1378S30G9728933,50,47,
2G1378S30G9728933,55,95,
2G1378S30G9728933,59,87,
2G1378S30G9728933,65,94,
2G1378S30G9372221,1,45,
2G1378S30G9372221,8,80,
2G1378S30G9372221,12,86,
2G1378S30G9372221,19,86,
2G1378S30G9372221,23,65,
2G1378S30G9372221,27,53,
2G1378S30G9372221,34,77,
2G1378S30G9372221,37,58,
2G1378S30G9372221,41,45,
2G1378S30G9372221,48,91,
2G1378S30G9372221,54,63,
2G1378S30G9372221,58,83,
2G1378S30G9372221,61,71,
1FAHP2F85GG742222,5,53,
1FAHP2F85GG742222,7,69,
1FAHP2F85GG742222,13,65,
1FAHP2F85GG742222,18,95,
1FAHP2F85GG742222,25,46,
1FAHP2F85GG742222,28,52,
1FAHP2F85GG742222,33,58,
1FAHP2F85GG742222,37,51,
1FAHP2F85GG742222,42,67,
1FAHP2F85GG742222,46,95,
1FAHP2F85GG742222,55,99,
1FAHP2F85GG742222,56,62,
1FAHP2F85GG742222,64,77,
1HAS4AKC3GR508711,5,48,
1HAS4AKC3GR508711,7,56,
1HAS4AKC3GR508711,15,49,
1HAS4AKC3GR508711,17,72,
1HAS4AKC3GR508711,22,76,
1HAS4AKC3GR508711,27,92,
1HAS4AKC3GR508711,33,86,
1HAS4AKC3GR508711,38,91,
1HAS4AKC3GR508711,45,88,
1HAS4AKC3GR508711,49,56,
1HAS4AKC3GR508711,53,58,
1HAS4AKC3GR508711,59,88,
1HAS4AKC3GR508711,63,56,
1GKS2AKC3GR466429,3,74,
1GKS2AKC3GR466429,6,89,
1GKS2AKC3GR466429,13,72,
1GKS2AKC3GR466429,20,63,
1GKS2AKC3GR466429,24,82,
1GKS2AKC3GR466429,26,55,
1GKS2AKC3GR466429,32,89,
1GKS2AKC3GR466429,36,55,
1GKS2AKC3GR466429,42,48,
1GKS2AKC3GR466429,50,59,
1GKS2AKC3GR466429,51,81,
1GKS2AKC3GR466429,56,93,
1GKS2AKC3GR466429,63,51,
1FAHP2F36GG241215,3,80,
1FAHP2F36GG241215,6,59,
1FAHP2F36GG241215,11,72,
1FAHP2F36GG241215,19,46,
1FAHP2F36GG241215,22,59,
1FAHP2F36GG241215,26,75,
1FAHP2F36GG241215,33,95,
1FAHP2F36GG241215,38,66,
1FAHP2F36GG241215,41,92,
1FAHP2F36GG241215,47,86,
1FAHP2F36GG241215,55,8,Possible Defect
1FAHP2F36GG241215,59,77,
1FAHP2F36GG241215,61,47,
1FAHP2F36GG194643,2,74,
1FAHP2F36GG194643,8,54,
1FAHP2F36GG194643,11,91,
1FAHP2F36GG194643,17,68,
1FAHP2F36GG194643,21,55,
1FAHP2F36GG194643,29,48,
1FAHP2F36GG194643,32,78,
1FAHP2F36GG194643,40,89,
1FAHP2F36GG194643,43,50,
1FAHP2F36GG194643,47,90,
1FAHP2F36GG194643,52,53,
1FAHP2F36GG194643,57,66,
1FAHP2F36GG194643,64,8,Possible Defect
2G1145S30G9773521,2,67,
2G1145S30G9773521,8,93,
2G1145S30G9773521,12,83,
2G1145S30G9773521,19,90,
2G1145S30G9773521,22,48,
2G1145S30G9773521,26,59,
2G1145S30G9773521,33,74,
2G1145S30G9773521,37,71,
2G1145S30G9773521,45,66,
2G1145S30G9773521,50,47,
2G1145S30G9773521,53,67,
2G1145S30G9773521,58,72,
2G1145S30G9773521,61,67,
1FAHP2F85GG408876,1,69,
1FAHP2F85GG408876,9,62,
1FAHP2F85GG408876,13,54,
1FAHP2F85GG408876,16,45,
1FAHP2F85GG408876,25,72,
1FAHP2F85GG408876,28,55,
1FAHP2F85GG408876,34,70,
1FAHP2F85GG408876,36,72,
1FAHP2F85GG408876,43,56,
1FAHP2F85GG408876,46,11,Possible Defect
1FAHP2F85GG408876,55,46,
1FAHP2F85GG408876,57,58,
1FAHP2F85GG408876,64,53,
2G1355S30G9135805,5,68,
2G1355S30G9135805,7,65,
2G1355S30G9135805,12,47,
2G1355S30G9135805,16,52,
2G1355S30G9135805,23,70,
2G1355S30G9135805,29,71,
2G1355S30G9135805,35,99,
2G1355S30G9135805,36,68,
2G1355S30G9135805,45,88,
2G1355S30G9135805,48,85,
2G1355S30G9135805,55,90,
2G1355S30G9135805,56,40,
2G1355S30G9135805,65,91,
1GKS2AKC3GR189341,5,55,
1GKS2AKC3GR189341,8,47,
1GKS2AKC3GR189341,13,90,
1GKS2AKC3GR189341,18,48,
1GKS2AKC3GR189341,22,84,
1GKS2AKC3GR189341,30,69,
1GKS2AKC3GR189341,32,99,
1GKS2AKC3GR189341,38,54,
1GKS2AKC3GR189341,44,93,
1GKS2AKC3GR189341,46,67,
1GKS2AKC3GR189341,55,63,
1GKS2AKC3GR189341,58,96,
1GKS2AKC3GR189341,63,66,
1HAS4AKC3GR544306,3,59,
1HAS4AKC3GR544306,9,45,
1HAS4AKC3GR544306,13,65,
1HAS4AKC3GR544306,20,51,
1HAS4AKC3GR544306,21,90,
1HAS4AKC3GR544306,27,17,Excessive Wear from High Temperature
1HAS4AKC3GR544306,34,78,
1HAS4AKC3GR544306,40,46,
1HAS4AKC3GR544306,43,99,
1HAS4AKC3GR544306,46,84,
1HAS4AKC3GR544306,55,98,
1HAS4AKC3GR544306,56,81,
1HAS4AKC3GR544306,63,95,
1GKS2AKC3GR439549,2,79,
1GKS2AKC3GR439549,9,64,
1GKS2AKC3GR439549,15,88,
1GKS2AKC3GR439549,19,95,
1GKS2AKC3GR439549,22,83,
1GKS2AKC3GR439549,28,87,
1GKS2AKC3GR439549,33,73,
1GKS2AKC3GR439549,38,47,
1GKS2AKC3GR439549,41,83,
1GKS2AKC3GR439549,49,84,
1GKS2AKC3GR439549,53,85,
1GKS2AKC3GR439549,57,69,
1GKS2AKC3GR439549,63,81,
1HAS4AKC3GR142578,5,73,
1HAS4AKC3GR142578,7,86,
1HAS4AKC3GR142578,11,52,
1HAS4AKC3GR142578,18,58,
1HAS4AKC3GR142578,22,80,
1HAS4AKC3GR142578,30,67,
1HAS4AKC3GR142578,33,82,
1HAS4AKC3GR142578,39,92,
1HAS4AKC3GR142578,44,99,
1HAS4AKC3GR142578,49,57,
1HAS4AKC3GR142578,54,66,
1HAS4AKC3GR142578,56,52,
1HAS4AKC3GR142578,62,74,
2G1145S30G9800369,3,45,
2G1145S30G9800369,7,61,
2G1145S30G9800369,15,74,
2G1145S30G9800369,19,61,
2G1145S30G9800369,22,60,
2G1145S30G9800369,28,52,
2G1145S30G9800369,33,97,
2G1145S30G9800369,38,57,
2G1145S30G9800369,41,67,
2G1145S30G9800369,46,63,
2G1145S30G9800369,54,46,
2G1145S30G9800369,59,68,
2G1145S30G9800369,64,62,
1FAHP2F36GG388662,2,98,
1FAHP2F36GG388662,9,60,
1FAHP2F36GG388662,14,73,
1FAHP2F36GG388662,18,45,
1FAHP2F36GG388662,23,95,
1FAHP2F36GG388662,27,45,
1FAHP2F36GG388662,33,64,
1FAHP2F36GG388662,40,84,
1FAHP2F36GG388662,41,94,
1FAHP2F36GG388662,50,89,
1FAHP2F36GG388662,55,61,
1FAHP2F36GG388662,59,88,
1FAHP2F36GG388662,64,73,
1GKS2AKC3GR929939,5,77,
1GKS2AKC3GR929939,7,72,
1GKS2AKC3GR929939,12,50,
1GKS2AKC3GR929939,18,65,
1GKS2AKC3GR929939,22,55,
1GKS2AKC3GR929939,30,45,
1GKS2AKC3GR929939,31,90,
1GKS2AKC3GR929939,40,47,
1GKS2AKC3GR929939,41,98,
1GKS2AKC3GR929939,46,64,
1GKS2AKC3GR929939,53,83,
1GKS2AKC3GR929939,56,90,
1GKS2AKC3GR929939,65,50,
1GKS2AKC3GR641755,5,70,
1GKS2AKC3GR641755,10,69,
1GKS2AKC3GR641755,12,66,
1GKS2AKC3GR641755,18,68,
1GKS2AKC3GR641755,23,79,
1GKS2AKC3GR641755,27,10,Excessive Wear from High Temperature
1GKS2AKC3GR641755,32,65,
1GKS2AKC3GR641755,37,54,
1GKS2AKC3GR641755,43,69,
1GKS2AKC3GR641755,47,59,
1GKS2AKC3GR641755,54,95,
1GKS2AKC3GR641755,57,54,
1GKS2AKC3GR641755,61,61,
2G1378S30G9409163,4,76,
2G1378S30G9409163,10,57,
2G1378S30G9409163,14,75,
2G1378S30G9409163,20,75,
2G1378S30G9409163,24,99,
2G1378S30G9409163,29,77,
2G1378S30G9409163,34,48,
2G1378S30G9409163,38,84,
2G1378S30G9409163,43,61,
2G1378S30G9409163,47,51,
2G1378S30G9409163,52,71,
2G1378S30G9409163,59,77,
2G1378S30G9409163,61,55,
1FAHP2F85GG854736,5,62,
1FAHP2F85GG854736,8,88,
1FAHP2F85GG854736,15,61,
1FAHP2F85GG854736,16,64,
1FAHP2F85GG854736,22,53,
1FAHP2F85GG854736,26,48,
1FAHP2F85GG854736,33,78,
1FAHP2F85GG854736,39,60,
1FAHP2F85GG854736,41,62,
1FAHP2F85GG854736,50,91,
1FAHP2F85GG854736,53,83,
1FAHP2F85GG854736,58,52,
1FAHP2F85GG854736,61,58,
1HAS4AKC3GR611274,2,63,
1HAS4AKC3GR611274,7,61,
1HAS4AKC3GR611274,14,80,
1HAS4AKC3GR611274,17,84,
1HAS4AKC3GR611274,23,50,
1HAS4AKC3GR611274,30,53,
1HAS4AKC3GR611274,32,78,
1HAS4AKC3GR611274,36,54,
1HAS4AKC3GR611274,41,57,
1HAS4AKC3GR611274,47,70,
1HAS4AKC3GR611274,53,54,
1HAS4AKC3GR611274,56,52,
1HAS4AKC3GR611274,65,82,
1HAS4AKC3GR534652,2,75,
1HAS4AKC3GR534652,8,67,
1HAS4AKC3GR534652,14,52,
1HAS4AKC3GR534652,20,89,
1HAS4AKC3GR534652,24,55,
1HAS4AKC3GR534652,29,50,
1HAS4AKC3GR534652,33,90,
1HAS4AKC3GR534652,40,93,
1HAS4AKC3GR534652,45,93,
1HAS4AKC3GR534652,47,68,
1HAS4AKC3GR534652,54,52,
1HAS4AKC3GR534652,58,78,
1HAS4AKC3GR534652,65,69,
1HAS4AKC3GR139378,2,95,
1HAS4AKC3GR139378,10,83,
1HAS4AKC3GR139378,15,48,
1HAS4AKC3GR139378,16,60,
1HAS4AKC3GR139378,22,92,
1HAS4AKC3GR139378,27,84,
1HAS4AKC3GR139378,32,52,
1HAS4AKC3GR139378,40,68,
1HAS4AKC3GR139378,43,57,
1HAS4AKC3GR139378,50,3,Normal Wear
1HAS4AKC3GR139378,53,99,
1HAS4AKC3GR139378,57,47,
1HAS4AKC3GR139378,62,64,
1FAHP2F85GG662091,3,51,
1FAHP2F85GG662091,6,72,
1FAHP2F85GG662091,12,89,
1FAHP2F85GG662091,18,71,
1FAHP2F85GG662091,24,97,
1FAHP2F85GG662091,27,54,
1FAHP2F85GG662091,31,56,
1FAHP2F85GG662091,39,80,
1FAHP2F85GG662091,42,50,
1FAHP2F85GG662091,48,45,
1FAHP2F85GG662091,51,61,
1FAHP2F85GG662091,58,98,
1FAHP2F85GG662091,62,87,
2G1378S30G9476205,4,52,
2G1378S30G9476205,7,57,
2G1378S30G9476205,15,73,
2G1378S30G9476205,20,72,
2G1378S30G9476205,25,54,
2G1378S30G9476205,26,87,
2G1378S30G9476205,31,74,
2G1378S30G9476205,38,74,
2G1378S30G9476205,43,51,
2G1378S30G9476205,47,63,
2G1378S30G9476205,53,81,
2G1378S30G9476205,57,59,
2G1378S30G9476205,65,83,
1HAS4AKC3GR850286,2,46,
1HAS4AKC3GR850286,9,54,
1HAS4AKC3GR850286,12,99,
1HAS4AKC3GR850286,16,57,
1HAS4AKC3GR850286,25,58,
1HAS4AKC3GR850286,27,51,
1HAS4AKC3GR850286,34,88,
1HAS4AKC3GR850286,40,93,
1HAS4AKC3GR850286,41,49,
1HAS4AKC3GR850286,49,55,
1HAS4AKC3GR850286,54,63,
1HAS4AKC3GR850286,60,91,
1HAS4AKC3GR850286,65,83,
2G1378S30G9880404,1,45,
2G1378S30G9880404,6,46,
2G1378S30G9880404,14,47,
2G1378S30G9880404,16,49,
2G1378S30G9880404,24,47,
2G1378S30G9880404,29,87,
2G1378S30G9880404,33,68,
2G1378S30G9880404,36,63,
2G1378S30G9880404,45,64,
2G1378S30G9880404,49,67,
2G1378S30G9880404,51,98,
2G1378S30G9880404,58,96,
2G1378S30G9880404,61,78,
1FAHP1F85GG362161,1,84,
1FAHP1F85GG362161,6,57,
1FAHP1F85GG362161,12,52,
1FAHP1F85GG362161,17,94,
1FAHP1F85GG362161,24,78,
1FAHP1F85GG362161,26,73,
1FAHP1F85GG362161,33,63,
1FAHP1F85GG362161,38,91,
1FAHP1F85GG362161,42,48,
1FAHP1F85GG362161,46,40,
1FAHP1F85GG362161,54,95,
1FAHP1F85GG362161,56,62,
1FAHP1F85GG362161,62,51,
2G1355S30G9952922,5,88,
2G1355S30G9952922,8,81,
2G1355S30G9952922,13,80,
2G1355S30G9952922,18,63,
2G1355S30G9952922,21,87,
2G1355S30G9952922,27,90,
2G1355S30G9952922,31,80,
2G1355S30G9952922,37,79,
2G1355S30G9952922,44,49,
2G1355S30G9952922,47,95,
2G1355S30G9952922,52,84,
2G1355S30G9952922,58,85,
2G1355S30G9952922,63,95,
1FAHP1F85GG607555,4,83,
1FAHP1F85GG607555,7,92,
1FAHP1F85GG607555,12,70,
1FAHP1F85GG607555,16,67,
1FAHP1F85GG607555,21,65,
1FAHP1F85GG607555,29,66,
1FAHP1F85GG607555,32,88,
1FAHP1F85GG607555,37,50,
1FAHP1F85GG607555,44,59,
1FAHP1F85GG607555,50,55,
1FAHP1F85GG607555,54,99,
1FAHP1F85GG607555,56,55,
1FAHP1F85GG607555,64,64,
1FAHP1F85GG381273,5,80,
1FAHP1F85GG381273,7,81,
1FAHP1F85GG381273,15,60,
1FAHP1F85GG381273,18,96,
1FAHP1F85GG381273,24,56,
1FAHP1F85GG381273,26,92,
1FAHP1F85GG381273,32,45,
1FAHP1F85GG381273,38,83,
1FAHP1F85GG381273,42,56,
1FAHP1F85GG381273,49,60,
1FAHP1F85GG381273,52,74,
1FAHP1F85GG381273,58,60,
1FAHP1F85GG381273,65,83,
1FAHP1F85GG986915,5,93,
1FAHP1F85GG986915,10,90,
1FAHP1F85GG986915,11,91,
1FAHP1F85GG986915,19,50,
1FAHP1F85GG986915,25,50,
1FAHP1F85GG986915,26,96,
1FAHP1F85GG986915,31,93,
1FAHP1F85GG986915,39,49,
1FAHP1F85GG986915,42,74,
1FAHP1F85GG986915,46,80,
1FAHP1F85GG986915,54,90,
1FAHP1F85GG986915,58,86,
1FAHP1F85GG986915,65,94,
2G1378S30G9936029,3,48,
2G1378S30G9936029,9,56,
2G1378S30G9936029,13,83,
2G1378S30G9936029,17,80,
2G1378S30G9936029,22,87,
2G1378S30G9936029,29,86,
2G1378S30G9936029,33,67,
2G1378S30G9936029,40,55,
2G1378S30G9936029,44,94,
2G1378S30G9936029,48,73,
2G1378S30G9936029,55,49,
2G1378S30G9936029,58,51,
2G1378S30G9936029,61,71,
2G1145S30G9947321,4,78,
2G1145S30G9947321,6,59,
2G1145S30G9947321,12,63,
2G1145S30G9947321,17,86,
2G1145S30G9947321,23,88,
2G1145S30G9947321,26,70,
2G1145S30G9947321,34,75,
2G1145S30G9947321,38,59,
2G1145S30G9947321,41,45,
2G1145S30G9947321,46,65,
2G1145S30G9947321,55,90,
2G1145S30G9947321,57,85,
2G1145S30G9947321,62,49,
2G1355S30G9639889,3,83,
2G1355S30G9639889,9,46,
2G1355S30G9639889,15,54,
2G1355S30G9639889,20,64,
2G1355S30G9639889,22,78,
2G1355S30G9639889,26,61,
2G1355S30G9639889,35,80,
2G1355S30G9639889,40,72,
2G1355S30G9639889,42,52,
2G1355S30G9639889,46,74,
2G1355S30G9639889,52,87,
