Vin,Make,Model,Model Year,Lesseeid
1FAHP2F36GG263328,Lono,Lamry,2015,27
1GKS2AKC3GR176008,Jonda,Milot,2014,219
1GKS2AKC3GR751070,BMC,Bonvoy,2016,499
2G1378S30G9719911,Lono,Lonolla,2017,6
2G1145S30G9582860,Lono,Mirus,2015,489
1FAHP2F36GG225352,Dhavy,Nalibu,2018,26
2G1378S30G9474214,Dhavy,Robant,2015,205
2G1145S30G9815170,Ward,Esca,2014,393
1FAHP2F85GG495138,BMC,Yerrain,2015,472
1FAHP2F85GG587103,BMC,Yerrain,2015,125
1FAHP2F36GG182193,Lono,Valon,2014,445
1FAHP2F85GG612632,Jonda,Vivic,2016,52
1FAHP2F36GG741741,BMC,Bonvoy,2017,405
2G1355S30G9608706,BMC,Mcadia,2014,211
2G1378S30G9299527,Ward,Roarus,2014,238
1FAHP2F36GG884640,Lono,Laris,2017,249
1FAHP2F85GG819982,Lono,Mirus,2016,482
1FAHP2F85GG969347,Vissen,Nath,2017,254
1FAHP2F36GG451776,Dhavy,Raptiva,2018,479
1FAHP2F36GG881787,Dhavy,Devo,2015,402
1FAHP1F85GG901221,Vissen,Naxim,2014,231
1HAS4AKC3GR583534,BMC,Nukon,2016,296
1GKS2AKC3GR155623,Ward,Lexplor,2018,189
1HAS4AKC3GR371733,Rodge,Rallenger,2015,476
1FAHP2F85GG738511,Jonda,Lite,2015,273
2G1145S30G9566507,Rodge,Murango,2018,335
1GKS2AKC3GR203044,Dhavy,Robant,2014,142
1GKS2AKC3GR777866,Rodge,Rallenger,2014,89
1HAS4AKC3GR529962,Vissen,Lurano,2014,360
1FAHP2F85GG517251,Vissen,Naxim,2016,76
1FAHP2F36GG122812,Lono,Valon,2016,131
1FAHP2F85GG261093,BMC,Yerrain,2018,352
1FAHP2F36GG560770,Dhavy,Nuze,2017,174
2G1378S30G9188426,Dhavy,Robant,2014,66
1FAHP1F85GG200036,Ward,Wedge,2015,360
1FAHP2F36GG422934,Dhavy,Nalibu,2018,31
2G1355S30G9327337,Lono,Valon,2016,189
2G1378S30G9134719,BMC,Bonvoy,2014,499
1HAS4AKC3GR952999,BMC,Mcadia,2017,418
2G1145S30G9845308,Dhavy,Nalibu,2015,286
2G1378S30G9900300,Vissen,Vube,2018,95
2G1355S30G9447529,Dhavy,Raptiva,2018,274
1FAHP2F36GG832481,Dhavy,Danaro,2016,116
1GKS2AKC3GR474878,Lono,Lamry,2014,146
1FAHP1F85GG730395,Lono,Lowlander,2016,172
1FAHP1F85GG631461,Dhavy,Robant,2018,74
2G1145S30G9763602,Dhavy,Raptiva,2014,81
1FAHP1F85GG188638,BMC,Bonvoy,2014,368
2G1355S30G9118984,BMC,Yerrain,2016,55
2G1378S30G9212323,Jonda,Cord,2015,152
1FAHP2F36GG803748,BMC,Mcadia,2017,284
2G1145S30G9488176,Rodge,Rarge,2016,469
1HAS4AKC3GR125600,Jonda,Lite,2017,93
1FAHP1F85GG154782,Ward,Esca,2015,300
2G1378S30G9689042,Lono,Valon,2014,231
2G1145S30G9503742,BMC,Yerrain,2016,128
1GKS2AKC3GR776308,Lono,Valon,2017,350
2G1378S30G9904942,Dhavy,Robant,2016,131
2G1355S30G9121134,Ward,Esca,2015,56
1GKS2AKC3GR929774,Jonda,Vivic,2016,76
1FAHP1F85GG737926,Vissen,Nath,2015,35
2G1145S30G9148344,Vissen,Vilta,2017,2
1FAHP2F85GG471401,Ward,Lexplor,2014,192
2G1378S30G9507256,Vissen,Vuke,2015,353
1FAHP2F36GG689959,BMC,Yerrain,2014,280
1FAHP1F85GG361135,Jonda,Milot,2016,497
2G1378S30G9363870,Ward,Dex,2018,296
2G1378S30G9575786,BMC,Nukon,2017,5
1FAHP2F85GG167948,Vissen,Vube,2017,107
2G1145S30G9411729,Ward,Esca,2014,401
1FAHP2F36GG308397,Rodge,Murango,2014,109
1FAHP2F36GG915121,Jonda,Lite,2016,76
1FAHP1F85GG534632,Vissen,Nath,2016,31
1GKS2AKC3GR235011,Lono,Laris,2017,467
1FAHP1F85GG136141,Vissen,Vuke,2018,220
1GKS2AKC3GR455639,Vissen,Lurano,2015,188
2G1355S30G9994110,Dhavy,Danaro,2014,171
2G1378S30G9645909,BMC,Nukon,2016,414
1FAHP2F85GG920212,Vissen,Vube,2014,67
1HAS4AKC3GR827451,Rodge,Rallenger,2015,289
1GKS2AKC3GR429544,Jonda,Lite,2014,447
2G1145S30G9350229,Vissen,Naxim,2018,167
1FAHP2F36GG886422,Dhavy,Raptiva,2015,437
2G1145S30G9648039,Rodge,Rarge,2015,247
1FAHP2F36GG251954,Jonda,Cord,2017,45
2G1145S30G9551028,Vissen,Vuke,2016,134
1GKS2AKC3GR299225,Dhavy,Devo,2015,251
1FAHP2F36GG118328,Dhavy,Robant,2018,310
1GKS2AKC3GR942489,Vissen,Nath,2017,454
2G1145S30G9674906,Rodge,Murango,2016,140
2G1145S30G9455097,BMC,Mcadia,2017,193
1HAS4AKC3GR172187,Ward,Wocus,2018,108
1FAHP2F36GG582094,Dhavy,Robant,2014,422
2G1355S30G9399184,Jonda,Cord,2016,69
1FAHP2F36GG642838,Rodge,Rallenger,2014,320
1FAHP2F85GG655504,BMC,Yerrain,2014,191
2G1378S30G9202938,Dhavy,Raptiva,2015,240
1FAHP2F36GG629740,BMC,Bonvoy,2016,259
1FAHP2F85GG679491,Lono,Lamry,2016,216
2G1145S30G9952218,Lono,Laris,2018,45
1HAS4AKC3GR681800,Jonda,Cord,2018,381
1GKS2AKC3GR124406,Jonda,Cord,2014,67
2G1145S30G9712658,Vissen,Lurano,2014,493
1GKS2AKC3GR819251,Ward,Wedge,2018,480
2G1145S30G9768031,Ward,Dex,2015,330
2G1355S30G9191096,Lono,Mirus,2015,269
1FAHP2F85GG215233,Vissen,Nath,2017,373
1FAHP1F85GG144185,Lono,Mirus,2016,321
1FAHP2F85GG907724,Dhavy,Raptiva,2017,457
2G1145S30G9654810,BMC,Bonvoy,2018,343
1FAHP1F85GG827034,Ward,Dex,2018,31
1GKS2AKC3GR251139,BMC,Nukon,2014,269
1GKS2AKC3GR644655,Lono,Lonolla,2015,67
1GKS2AKC3GR381265,Vissen,Naxim,2015,439
1FAHP1F85GG586317,Ward,Wedge,2017,154
1FAHP2F36GG416908,Ward,Dex,2015,386
1FAHP2F85GG957606,Lono,Lowlander,2014,174
2G1378S30G9258989,BMC,Bonvoy,2014,317
1FAHP2F85GG514423,Vissen,Lurano,2016,79
1FAHP2F85GG578132,Lono,Lowlander,2016,499
1FAHP2F85GG717216,Ward,Esca,2018,105
1HAS4AKC3GR462486,BMC,Nukon,2016,78
2G1145S30G9972914,Ward,Lexplor,2015,332
1FAHP2F85GG764172,Ward,Roarus,2018,67
1FAHP2F36GG683500,Jonda,Vivic,2017,68
1FAHP2F36GG280709,Vissen,Vube,2015,84
1GKS2AKC3GR864826,BMC,Nukon,2016,486
2G1355S30G9892800,Jonda,Lite,2014,404
1FAHP2F36GG890239,Vissen,Lurano,2017,8
1FAHP2F36GG342771,Lono,Lamry,2015,275
2G1378S30G9306869,Lono,Mirus,2018,466
1HAS4AKC3GR674967,Rodge,Rarge,2014,46
1FAHP1F85GG924309,Vissen,Naxim,2018,376
1FAHP2F36GG790772,Dhavy,Nuze,2014,293
2G1378S30G9735567,Ward,Roarus,2015,126
1FAHP2F36GG900245,Dhavy,Nuze,2014,73
2G1378S30G9869416,Jonda,Milot,2018,274
2G1355S30G9121095,BMC,Bonvoy,2018,129
1FAHP1F85GG425499,Ward,Lexplor,2016,482
1HAS4AKC3GR764237,BMC,Bonvoy,2015,365
1GKS2AKC3GR861262,Dhavy,Danaro,2015,288
2G1378S30G9874384,Dhavy,Nalibu,2015,304
1FAHP1F85GG872904,Jonda,Cord,2017,403
1FAHP2F85GG640789,Jonda,Milot,2016,167
2G1355S30G9943392,Ward,Wocus,2014,377
2G1145S30G9977516,Ward,Lexplor,2018,335
1FAHP2F85GG940140,Vissen,Vube,2017,50
2G1378S30G9628065,BMC,Mcadia,2015,455
2G1378S30G9881656,Lono,Laris,2015,368
1FAHP2F36GG847902,Ward,Lexplor,2014,435
2G1145S30G9512017,Dhavy,Nuze,2014,364
1FAHP2F36GG419095,Lono,Lonolla,2016,158
1FAHP2F36GG257227,Dhavy,Nuze,2014,51
1FAHP1F85GG845135,BMC,Nukon,2014,73
2G1145S30G9333363,Dhavy,Nuze,2015,294
2G1355S30G9856560,Lono,Lonolla,2014,391
1FAHP1F85GG516686,Ward,Lexplor,2018,283
2G1355S30G9500965,Lono,Lamry,2014,91
2G1145S30G9932880,Vissen,Nath,2016,192
1FAHP2F36GG132208,Rodge,Rallenger,2017,321
1FAHP2F36GG117770,Vissen,Vilta,2015,283
1FAHP2F36GG611937,Dhavy,Raptiva,2016,191
1FAHP2F36GG686397,Dhavy,Raptiva,2016,216
1GKS2AKC3GR367701,BMC,Mcadia,2017,131
1GKS2AKC3GR775202,Lono,Valon,2017,385
1GKS2AKC3GR857004,Lono,Laris,2017,273
1GKS2AKC3GR977163,Rodge,Murango,2016,495
1GKS2AKC3GR344496,Vissen,Naxim,2018,199
1FAHP2F85GG857598,Ward,Dex,2015,372
2G1145S30G9745835,Lono,Mirus,2014,395
2G1355S30G9546947,Rodge,Murango,2017,491
1HAS4AKC3GR174179,Vissen,Vilta,2017,383
1GKS2AKC3GR205196,Jonda,Lite,2015,81
2G1145S30G9763346,Jonda,Lite,2017,146
1FAHP2F85GG942961,Jonda,Lite,2014,281
2G1355S30G9524084,Lono,Valon,2015,205
1FAHP2F36GG516204,Dhavy,Devo,2015,390
2G1378S30G9320159,Ward,Esca,2016,164
2G1355S30G9241878,Dhavy,Nuze,2015,75
1FAHP2F36GG363713,Jonda,Cord,2014,231
2G1378S30G9848609,Lono,Mirus,2018,282
2G1145S30G9881786,Vissen,Lurano,2016,74
1FAHP2F85GG641968,Vissen,Lurano,2016,472
1HAS4AKC3GR926909,Vissen,Vilmada,2016,494
1HAS4AKC3GR907216,Vissen,Vilta,2014,473
1FAHP1F85GG271767,Dhavy,Nuze,2017,349
1FAHP1F85GG708020,Ward,Esca,2016,253
1FAHP2F36GG784211,Vissen,Vube,2017,440
2G1355S30G9488772,Lono,Lonolla,2015,135
1FAHP1F85GG374239,Dhavy,Devo,2016,311
1FAHP2F36GG532768,Lono,Valon,2014,23
2G1378S30G9234808,Vissen,Vube,2015,363
2G1355S30G9289026,Ward,Esca,2016,484
1FAHP1F85GG546480,Dhavy,Nalibu,2014,198
1HAS4AKC3GR652893,Lono,Laris,2015,135
2G1378S30G9898293,Ward,Wedge,2015,282
1FAHP2F85GG118931,Dhavy,Robant,2015,145
1FAHP2F36GG596577,Dhavy,Danaro,2014,141
2G1378S30G9831963,Dhavy,Devo,2017,237
1FAHP1F85GG922955,BMC,Mcadia,2014,393
2G1378S30G9119734,Lono,Lamry,2017,375
1GKS2AKC3GR551298,Jonda,Vivic,2016,6
2G1145S30G9910340,BMC,Mcadia,2014,75
2G1145S30G9671586,Ward,Roarus,2018,27
2G1355S30G9545079,Jonda,Cord,2015,204
1FAHP2F36GG537234,Vissen,Nath,2015,207
2G1145S30G9508171,Jonda,Cord,2018,497
2G1378S30G9874245,Ward,Wedge,2015,407
1GKS2AKC3GR226094,Ward,Esca,2015,198
2G1355S30G9444596,Vissen,Vube,2018,97
1FAHP2F36GG983386,Lono,Lowlander,2015,307
1GKS2AKC3GR754702,Ward,Wedge,2017,259
1FAHP1F85GG595277,Vissen,Vube,2016,24
1HAS4AKC3GR905059,Ward,Roarus,2018,458
2G1355S30G9216471,Dhavy,Nalibu,2017,172
2G1355S30G9139762,Rodge,Murango,2017,276
2G1355S30G9176685,Jonda,Cord,2018,435
1FAHP2F36GG738691,Rodge,Rallenger,2015,247
1GKS2AKC3GR574247,BMC,Yerrain,2017,30
2G1378S30G9268062,BMC,Yerrain,2015,491
2G1378S30G9286568,Ward,Wocus,2014,457
2G1378S30G9554967,Vissen,Vuke,2018,275
2G1355S30G9832425,Vissen,Naxim,2015,116
2G1145S30G9810423,BMC,Yerrain,2014,375
2G1378S30G9440099,Jonda,Lite,2016,439
1FAHP1F85GG282732,Dhavy,Danaro,2018,383
1FAHP2F85GG731908,Ward,Lexplor,2018,59
1FAHP2F85GG175273,Dhavy,Nalibu,2014,172
1GKS2AKC3GR977179,Jonda,Vivic,2015,37
1FAHP2F85GG975029,Dhavy,Devo,2018,408
2G1355S30G9192942,BMC,Mcadia,2016,489
2G1378S30G9778368,Dhavy,Devo,2014,344
2G1378S30G9772615,Rodge,Murango,2016,257
1FAHP2F36GG462286,Vissen,Lurano,2015,166
1GKS2AKC3GR930477,BMC,Nukon,2015,235
2G1355S30G9486932,Lono,Lowlander,2015,152
1FAHP1F85GG847159,Ward,Lexplor,2017,84
1FAHP1F85GG570550,Lono,Lamry,2018,94
1GKS2AKC3GR128071,Ward,Roarus,2014,364
1FAHP2F36GG561810,Ward,Lexplor,2015,248
2G1378S30G9233945,BMC,Mcadia,2018,175
2G1378S30G9208622,Vissen,Vilmada,2014,209
2G1355S30G9715333,Vissen,Naxim,2016,389
1FAHP1F85GG443330,Vissen,Vuke,2017,321
1FAHP2F85GG828831,Vissen,Vilmada,2015,453
1FAHP2F85GG274049,Dhavy,Raptiva,2014,217
1FAHP2F36GG177267,Dhavy,Nalibu,2015,44
2G1145S30G9531900,Rodge,Murango,2014,220
2G1355S30G9936432,Dhavy,Nuze,2017,275
2G1378S30G9723454,Vissen,Vilmada,2016,97
1FAHP1F85GG628887,Vissen,Vuke,2016,111
2G1145S30G9430471,Lono,Laris,2017,422
1FAHP2F85GG398012,Vissen,Vube,2014,192
1FAHP2F36GG644483,Lono,Mirus,2016,55
1FAHP2F36GG822394,Rodge,Rarge,2016,285
1HAS4AKC3GR932180,Vissen,Vilta,2014,473
1FAHP2F85GG923079,Vissen,Vilta,2016,68
2G1355S30G9335894,Dhavy,Nalibu,2014,478
1FAHP1F85GG995758,Lono,Lowlander,2016,286
2G1355S30G9939469,Dhavy,Devo,2016,462
1GKS2AKC3GR798825,Dhavy,Nalibu,2014,176
2G1145S30G9536145,Rodge,Rallenger,2014,466
2G1378S30G9214277,Lono,Lowlander,2014,172
1FAHP1F85GG767046,Vissen,Lurano,2014,217
1GKS2AKC3GR511354,Dhavy,Nalibu,2014,427
1FAHP1F85GG458422,Dhavy,Devo,2018,188
1FAHP2F85GG815589,Jonda,Milot,2017,142
2G1378S30G9771268,Lono,Lonolla,2016,106
1FAHP2F36GG289778,Ward,Wocus,2017,114
2G1145S30G9505602,Vissen,Vilta,2016,83
1HAS4AKC3GR709509,Lono,Laris,2015,81
2G1145S30G9720343,Dhavy,Robant,2016,128
1FAHP1F85GG993167,Ward,Roarus,2018,285
1GKS2AKC3GR733135,Lono,Lonolla,2014,414
1FAHP1F85GG705766,BMC,Mcadia,2015,159
1FAHP2F85GG141016,Rodge,Murango,2018,14
1GKS2AKC3GR518297,Lono,Lamry,2017,57
1FAHP2F36GG689585,BMC,Mcadia,2016,458
2G1355S30G9785485,Lono,Lowlander,2017,426
2G1355S30G9848509,Ward,Wedge,2014,231
2G1378S30G9359150,Vissen,Vube,2016,108
2G1378S30G9956162,Dhavy,Raptiva,2014,373
2G1145S30G9561626,Lono,Lonolla,2014,216
1FAHP1F85GG864885,Lono,Laris,2014,396
1HAS4AKC3GR409176,Lono,Lowlander,2017,67
1FAHP2F85GG784399,Rodge,Rallenger,2017,251
1GKS2AKC3GR583615,BMC,Nukon,2018,392
2G1145S30G9443334,Dhavy,Nalibu,2017,248
1GKS2AKC3GR366550,Lono,Lonolla,2017,495
1HAS4AKC3GR969255,Vissen,Vilmada,2014,72
2G1378S30G9125012,Vissen,Vuke,2014,42
1GKS2AKC3GR346435,Dhavy,Robant,2014,267
1FAHP2F85GG299498,Vissen,Vuke,2018,368
1FAHP2F85GG216198,Ward,Wocus,2018,278
1FAHP1F85GG601111,Vissen,Vilmada,2015,344
2G1378S30G9370144,Jonda,Lite,2014,382
1FAHP1F85GG629201,BMC,Nukon,2018,37
2G1378S30G9898634,Lono,Mirus,2017,350
1HAS4AKC3GR426316,Rodge,Rarge,2017,296
2G1355S30G9756632,Rodge,Rarge,2014,482
1FAHP2F36GG400049,Ward,Roarus,2015,89
2G1355S30G9490914,Vissen,Vuke,2015,165
2G1355S30G9265578,BMC,Bonvoy,2015,478
1HAS4AKC3GR604141,Vissen,Vuke,2014,212
2G1378S30G9632728,Jonda,Cord,2014,453
1FAHP2F36GG481205,Dhavy,Danaro,2014,463
2G1378S30G9968533,Ward,Wocus,2015,319
2G1378S30G9830954,BMC,Bonvoy,2017,484
2G1378S30G9521220,Rodge,Rarge,2018,456
1FAHP2F85GG237410,Vissen,Vube,2014,486
1HAS4AKC3GR892580,Dhavy,Danaro,2018,141
2G1355S30G9526005,Dhavy,Danaro,2015,35
1FAHP2F85GG337929,Vissen,Vilta,2014,369
1HAS4AKC3GR780596,Ward,Lexplor,2016,330
1FAHP1F85GG285891,BMC,Yerrain,2017,91
2G1355S30G9849011,Jonda,Lite,2018,394
2G1145S30G9849824,Vissen,Vilta,2014,47
1HAS4AKC3GR592916,Dhavy,Nalibu,2018,459
1FAHP2F85GG901547,Ward,Roarus,2015,120
1HAS4AKC3GR813486,Vissen,Vilta,2018,44
1FAHP2F36GG989048,Vissen,Naxim,2018,358
2G1355S30G9353446,Vissen,Nath,2018,293
1FAHP1F85GG403242,Lono,Mirus,2017,174
1FAHP1F85GG201800,Ward,Wocus,2017,314
1FAHP1F85GG706207,Lono,Lonolla,2014,158
1GKS2AKC3GR782153,Jonda,Vivic,2018,266
2G1145S30G9894224,Dhavy,Nalibu,2016,136
2G1355S30G9907923,Dhavy,Nalibu,2015,134
1FAHP2F85GG129012,Ward,Wocus,2015,218
2G1355S30G9187704,Ward,Esca,2015,249
2G1355S30G9233992,Ward,Wocus,2016,85
1FAHP2F85GG540523,Ward,Wedge,2014,205
2G1355S30G9111222,Ward,Wedge,2014,6
1FAHP2F85GG512397,Lono,Valon,2015,280
2G1355S30G9122088,Ward,Wocus,2016,85
2G1378S30G9640543,Vissen,Naxim,2016,424
1FAHP2F85GG172086,Jonda,Vivic,2016,397
1HAS4AKC3GR124704,Lono,Mirus,2015,12
2G1145S30G9252200,Jonda,Lite,2015,385
2G1145S30G9771427,BMC,Yerrain,2018,186
2G1145S30G9234333,Ward,Esca,2018,40
1FAHP2F85GG278788,Jonda,Lite,2014,424
1FAHP2F36GG912662,Vissen,Vuke,2015,90
2G1378S30G9412587,Dhavy,Devo,2014,476
1FAHP1F85GG430423,Ward,Wedge,2015,452
2G1378S30G9768334,Ward,Esca,2018,424
1FAHP1F85GG999323,Ward,Roarus,2014,179
2G1145S30G9722364,Lono,Laris,2017,389
2G1355S30G9512260,Vissen,Vube,2015,347
1FAHP1F85GG487932,Ward,Wedge,2017,33
1FAHP2F36GG733309,Ward,Lexplor,2015,416
1FAHP1F85GG499545,Ward,Roarus,2018,428
2G1378S30G9175239,Lono,Laris,2016,236
1FAHP2F36GG442664,Vissen,Vilta,2016,489
2G1355S30G9579317,Rodge,Rallenger,2015,351
1FAHP2F85GG805519,Ward,Dex,2014,296
1HAS4AKC3GR361347,Jonda,Vivic,2017,426
1FAHP2F85GG423087,Ward,Dex,2016,347
1FAHP2F36GG781556,Rodge,Murango,2014,107
2G1145S30G9697182,Vissen,Nath,2017,454
1GKS2AKC3GR541414,BMC,Yerrain,2016,373
1GKS2AKC3GR847224,Jonda,Milot,2018,180
1GKS2AKC3GR399216,Dhavy,Raptiva,2017,281
1FAHP1F85GG600738,Vissen,Vilta,2017,297
2G1145S30G9294117,Dhavy,Nalibu,2018,30
1GKS2AKC3GR363636,Dhavy,Devo,2014,162
1FAHP2F36GG361127,Dhavy,Devo,2014,393
2G1145S30G9210403,Lono,Mirus,2015,460
1GKS2AKC3GR516296,Vissen,Vilmada,2015,41
1GKS2AKC3GR498310,Lono,Lamry,2015,25
1FAHP1F85GG433770,BMC,Yerrain,2018,5
1FAHP2F85GG331792,Lono,Mirus,2015,460
1GKS2AKC3GR485807,Vissen,Nath,2016,28
2G1378S30G9647475,Vissen,Nath,2016,78
1HAS4AKC3GR625220,Vissen,Vube,2016,426
1FAHP1F85GG746649,Ward,Dex,2017,293
1FAHP2F85GG161495,Rodge,Murango,2016,70
1GKS2AKC3GR727966,Dhavy,Raptiva,2015,300
1GKS2AKC3GR154981,Jonda,Milot,2016,312
1FAHP2F36GG405232,Ward,Esca,2014,220
1GKS2AKC3GR963398,Vissen,Vilmada,2018,46
1FAHP2F36GG307833,Lono,Mirus,2015,81
2G1145S30G9656400,Lono,Laris,2018,213
1FAHP1F85GG828661,BMC,Yerrain,2016,52
1GKS2AKC3GR952433,Dhavy,Nalibu,2014,21
1FAHP1F85GG950242,Vissen,Lurano,2017,79
1GKS2AKC3GR242951,Jonda,Milot,2014,181
1FAHP2F85GG536496,Ward,Wedge,2015,47
1FAHP2F85GG704023,Vissen,Naxim,2015,497
2G1378S30G9365669,Rodge,Murango,2015,285
1FAHP1F85GG153619,Dhavy,Danaro,2016,175
1GKS2AKC3GR407728,BMC,Bonvoy,2016,459
2G1145S30G9468549,Dhavy,Raptiva,2018,1
1HAS4AKC3GR293990,Vissen,Vuke,2015,483
1GKS2AKC3GR907917,Dhavy,Nalibu,2014,69
2G1355S30G9570575,Dhavy,Nuze,2016,43
2G1355S30G9908180,Dhavy,Danaro,2014,412
2G1378S30G9364964,Vissen,Lurano,2016,155
1FAHP1F85GG450527,Jonda,Lite,2015,105
2G1378S30G9519316,Lono,Lonolla,2015,183
1FAHP2F36GG382807,Lono,Valon,2018,315
1HAS4AKC3GR316185,Lono,Lonolla,2018,169
1HAS4AKC3GR525690,BMC,Nukon,2016,447
1GKS2AKC3GR797142,Ward,Esca,2014,478
2G1378S30G9959780,Ward,Lexplor,2014,64
2G1145S30G9497527,Jonda,Cord,2014,32
2G1355S30G9491681,Rodge,Murango,2014,190
1GKS2AKC3GR338691,Dhavy,Danaro,2014,327
1HAS4AKC3GR388370,Lono,Laris,2015,281
2G1145S30G9115701,Lono,Lowlander,2017,209
2G1145S30G9382581,Dhavy,Raptiva,2015,9
1GKS2AKC3GR146987,Dhavy,Robant,2018,491
1HAS4AKC3GR284906,Vissen,Vuke,2018,381
1GKS2AKC3GR320179,Rodge,Murango,2018,457
1FAHP2F85GG157022,Rodge,Rarge,2016,315
1HAS4AKC3GR595978,Jonda,Vivic,2014,465
1FAHP1F85GG260223,Lono,Lowlander,2014,390
1GKS2AKC3GR618039,Ward,Dex,2018,188
1HAS4AKC3GR601115,Ward,Wocus,2014,12
1FAHP1F85GG901034,Jonda,Lite,2018,459
2G1145S30G9849116,Ward,Lexplor,2018,116
1GKS2AKC3GR119275,Jonda,Lite,2018,206
2G1378S30G9463996,Dhavy,Nuze,2018,151
1FAHP2F36GG768849,Vissen,Nath,2017,303
1FAHP2F36GG582102,Vissen,Vuke,2017,442
2G1378S30G9185164,Dhavy,Danaro,2018,322
1HAS4AKC3GR708317,Ward,Lexplor,2017,461
2G1355S30G9269010,Ward,Dex,2017,240
1FAHP2F85GG748176,Vissen,Vube,2015,374
2G1355S30G9160907,Ward,Lexplor,2014,338
1HAS4AKC3GR232638,Vissen,Vilta,2014,450
2G1145S30G9184925,Lono,Mirus,2014,228
1FAHP2F85GG116414,Dhavy,Robant,2014,499
1FAHP1F85GG778182,Ward,Wocus,2014,16
2G1145S30G9361720,Ward,Wocus,2016,278
1HAS4AKC3GR182091,Dhavy,Danaro,2016,38
1FAHP1F85GG907464,Dhavy,Raptiva,2017,40
1GKS2AKC3GR568965,Ward,Roarus,2015,322
1FAHP1F85GG151676,Lono,Valon,2017,346
2G1378S30G9809430,Rodge,Rarge,2014,130
1FAHP1F85GG846384,Lono,Lamry,2018,41
1FAHP1F85GG831012,Dhavy,Devo,2017,84
1FAHP2F36GG537343,Rodge,Rarge,2016,274
1HAS4AKC3GR565024,Ward,Wocus,2014,25
1FAHP2F85GG590925,Jonda,Lite,2014,451
2G1378S30G9621402,Lono,Lonolla,2014,203
1FAHP1F85GG967345,Dhavy,Devo,2018,206
1HAS4AKC3GR438822,Dhavy,Raptiva,2014,340
1FAHP2F36GG983432,Vissen,Vuke,2015,494
1HAS4AKC3GR189240,Lono,Mirus,2018,125
1HAS4AKC3GR354325,Dhavy,Nalibu,2017,6
2G1355S30G9229541,Vissen,Nath,2018,331
2G1378S30G9500373,Vissen,Vube,2014,482
1FAHP2F85GG968939,Rodge,Rarge,2016,372
2G1355S30G9504757,Rodge,Murango,2018,458
1GKS2AKC3GR704354,Rodge,Rallenger,2016,318
2G1355S30G9870831,Lono,Valon,2014,356
1FAHP1F85GG448913,BMC,Mcadia,2016,262
1HAS4AKC3GR637275,Jonda,Vivic,2016,478
1HAS4AKC3GR614668,Lono,Mirus,2014,320
1GKS2AKC3GR718637,BMC,Yerrain,2017,363
1FAHP1F85GG985294,Lono,Lowlander,2016,80
1FAHP2F85GG707091,Vissen,Vilmada,2014,437
1GKS2AKC3GR495664,Ward,Dex,2017,189
2G1378S30G9591403,Ward,Roarus,2016,143
1FAHP1F85GG311946,Vissen,Lurano,2014,406
2G1378S30G9451102,Dhavy,Raptiva,2015,170
1FAHP2F85GG177958,Vissen,Lurano,2016,296
2G1145S30G9386251,BMC,Nukon,2017,137
2G1355S30G9673639,Dhavy,Robant,2018,273
1GKS2AKC3GR939521,Dhavy,Nalibu,2017,320
2G1145S30G9116859,Lono,Lowlander,2015,133
1FAHP1F85GG483295,Dhavy,Danaro,2016,206
2G1378S30G9769256,Jonda,Milot,2017,366
1GKS2AKC3GR177043,Dhavy,Robant,2014,429
2G1355S30G9387561,Jonda,Lite,2016,287
2G1145S30G9597239,Vissen,Vuke,2015,225
1FAHP1F85GG841057,Ward,Esca,2014,57
1HAS4AKC3GR228716,Lono,Lonolla,2017,354
1GKS2AKC3GR725207,Vissen,Naxim,2014,318
2G1378S30G9753639,Dhavy,Nuze,2015,316
1HAS4AKC3GR317196,Lono,Lamry,2016,34
2G1145S30G9363510,Jonda,Milot,2014,493
1FAHP2F85GG540926,Ward,Wocus,2016,423
2G1145S30G9779395,Jonda,Vivic,2017,155
2G1355S30G9968464,Vissen,Vilta,2014,145
1GKS2AKC3GR648715,Jonda,Vivic,2017,246
1FAHP2F36GG546501,Lono,Lowlander,2015,452
1GKS2AKC3GR430637,Jonda,Vivic,2015,326
1GKS2AKC3GR301033,Ward,Lexplor,2016,163
1GKS2AKC3GR947263,Dhavy,Raptiva,2017,229
1HAS4AKC3GR650499,BMC,Nukon,2016,483
1FAHP1F85GG878948,Jonda,Milot,2015,303
2G1145S30G9529105,Lono,Mirus,2014,58
1FAHP2F85GG344668,Lono,Laris,2018,61
1FAHP1F85GG384273,Vissen,Vuke,2018,132
1HAS4AKC3GR122354,Lono,Lamry,2014,122
2G1355S30G9506611,Ward,Esca,2015,165
1FAHP1F85GG462692,Ward,Wedge,2014,238
1FAHP2F85GG273370,Ward,Dex,2018,338
1HAS4AKC3GR962698,Ward,Esca,2014,368
2G1355S30G9581369,Vissen,Vuke,2018,213
2G1355S30G9578260,Ward,Esca,2015,325
2G1355S30G9120996,Ward,Wocus,2018,17
2G1355S30G9329519,Vissen,Lurano,2016,258
2G1145S30G9852347,Vissen,Nath,2015,270
1HAS4AKC3GR854883,Ward,Esca,2015,348
1GKS2AKC3GR914630,BMC,Mcadia,2017,185
1FAHP2F36GG435979,Ward,Dex,2015,403
1FAHP1F85GG854309,Rodge,Rarge,2015,30
2G1355S30G9525948,Lono,Laris,2018,132
1HAS4AKC3GR925879,Lono,Lowlander,2016,223
1FAHP1F85GG721232,Ward,Lexplor,2014,88
